土地位置建物門牌(Geo),土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年,交易月,交易筆棟數,建物大於1,車位數,移轉層次,總樓層數,建物型態,主要用途,建築完成年,建築完成月,屋齡缺失,屋齡,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易,電梯
台灣新竹市新竹市中央路１９８號４樓,新竹市新竹市中央路１９８號４樓,19.17,商,113,8,建物1車位0,0,0,四層,十層,華廈,辦公用,86,12,0,26.6,189.29,3,2,2,有,16800000,,0,0,0,有
台灣新竹市新竹市東大路二段２３２巷１號十樓,新竹市新竹市東大路二段２３２巷１號十樓,59.59,住,113,8,建物1車位1,0,1,十層,十三層,大樓,住家用,93,2,0,20.6,189.55,4,2,2,有,18480000,坡道平面,0,0,0,有
台灣新竹市新竹市武陵路１８１號１８樓之１,新竹市新竹市武陵路１８１號１８樓之１,20.05,住,113,8,建物1車位1,0,1,十八層,二十二層,大樓,住家用,89,5,0,24.3,189.7,4,2,2,有,20900000,坡道平面,37.49,0,0,有
台灣新竹市新竹市東大路二段６２２之７號,新竹市新竹市東大路二段６２２之７號,36.89,非,110,4,建物1車位2,0,2,一層,十四層,大樓,住家用,113,6,1,0,189.85,2,2,1,有,16420000,坡道平面,43.22,1380000,0,有
台灣新竹市新竹市光復路二段２９５號１４樓之７,新竹市新竹市光復路二段２９５號１４樓之７,12.48,住,113,10,建物1車位1,0,1,十四層,二十三層,大樓,商業用,82,8,0,31.2,190.09,0,0,0,有,13300000,坡道平面,0,0,0,有
台灣新竹市新竹市民權路１５號,新竹市新竹市民權路１５號,18.39,商,113,8,建物1車位2,0,2,一層，二層,十四層,大樓,商業用,100,4,0,13.4,190.33,0,0,0,無,27250000,坡道平面,37.36,0,0,有
台灣新竹市新竹市竹香北路２８號十六樓之１,新竹市新竹市竹香北路２８號十六樓之１,24.16,住,109,12,建物1車位1,0,1,十六層,十七層,大樓,住家用,113,7,1,0,190.43,3,2,2,有,12480000,坡道平面,52.18,1200000,0,有
台灣新竹市新竹市高翠路３２７巷４弄４０號,新竹市新竹市高翠路３２７巷４弄４０號,82.67,住,113,7,建物1車位0,0,0,全,三層,透天厝,住家用,86,1,0,27.6,190.56,5,2,3,無,20300000,,0,0,0,無
台灣新竹市新竹市海埔二街５３號,新竹市新竹市海埔二街５３號,92.53,非,113,8,建物1車位0,0,0,全,四層,透天厝,住家用,102,9,0,10.9,190.57,4,2,4,無,18500000,,0,0,0,無
台灣新竹市新竹市武陵路１７５巷２號１８樓之２,新竹市新竹市武陵路１７５巷２號１８樓之２,26,住,113,6,建物1車位1,0,1,十八層,二十一層,大樓,住家用,87,6,0,26,192.12,4,2,2,有,17200000,坡道平面,0,0,0,有
台灣新竹市新竹市金城一路９５號十四樓之５,新竹市新竹市金城一路９５號十四樓之５,56.82,住,113,8,建物1車位1,0,1,十四層,十四層,大樓,住家用,100,7,0,13.1,192.48,3,2,2,有,28560000,坡道平面,0,0,0,有
台灣新竹市新竹市金城一路８３號四樓之１,新竹市新竹市金城一路８３號四樓之１,56.82,住,113,7,建物1車位1,0,1,四層,十四層,大樓,住家用,100,7,0,13,192.48,3,2,2,有,29290000,坡道平面,0,0,0,有
台灣新竹市新竹市富群街８５巷１６弄１５號,新竹市新竹市富群街８５巷１６弄１５號,93.73,非,113,7,建物1車位0,0,0,全,四層,透天厝,住家用,87,2,0,26.5,193.47,4,3,3,有,17960000,,0,0,0,無
台灣新竹市新竹市大學路８１巷１１號,新竹市新竹市大學路８１巷１１號,200.44,住,113,8,建物1車位0,0,0,全,二層,透天厝,住家用,67,12,0,45.6,194.5,5,2,5,無,43500000,,0,0,0,無
台灣新竹市新竹市竹香北路２８號八樓之３,新竹市新竹市竹香北路２８號八樓之３,24.66,住,109,11,建物1車位1,0,1,八層,十七層,大樓,住家用,113,7,1,0,194.52,4,2,2,有,14000000,坡道平面,44,1420000,0,有
台灣新竹市新竹市光華街９５巷１５號,新竹市新竹市光華街９５巷１５號,32.67,住,113,9,建物2車位3,1,3,一層,七層,華廈,住家用,82,10,0,30.9,194.86,5,4,2,有,9500000,坡道機械,0,0,0,有
台灣新竹市新竹市東大路二段６２２之３號十四樓之３,新竹市新竹市東大路二段６２２之３號十四樓之３,38.63,非,110,5,建物1車位2,0,2,十四層,十四層,大樓,住家用,113,6,1,0,194.95,3,2,2,有,20240000,坡道平面,43.54,1460000,0,有
台灣新竹市新竹市大湖路７１巷２１弄７８號,新竹市新竹市大湖路７１巷２１弄７８號,179.19,非,113,5,建物1車位0,0,0,全,四層,透天厝,住家用,84,9,0,28.6,196,3,2,3,有,7800000,,0,0,0,無
台灣新竹市新竹市關新路１９巷４１號三樓,新竹市新竹市關新路１９巷４１號三樓,17.92,工,113,9,建物1車位2,0,2,三層,十五層,大樓,住家用,98,7,0,15.2,196.17,3,2,2,有,33660000,坡道平面,0,2600000,0,有
台灣新竹市新竹市東大路二段６２２之３號八樓之３,新竹市新竹市東大路二段６２２之３號八樓之３,36.62,非,110,2,建物1車位2,0,2,八層,十四層,大樓,住家用,113,6,1,0,196.64,3,2,2,有,15770000,坡道平面,50.92,1260000,0,有
台灣新竹市新竹市建功一路６４號六樓,新竹市新竹市建功一路６４號六樓,32.57,商,113,7,建物1車位1,0,1,六層,七層,華廈,住家用,79,10,0,33.7,196.72,3,2,2,無,20300000,坡道平面,0,0,0,有
台灣新竹市新竹市士林二街６６巷１８號,新竹市新竹市士林二街６６巷１８號,73.72,非,113,9,建物1車位0,0,0,全,四層,透天厝,住家用,108,1,0,5.8,197.71,5,2,5,無,18300000,,0,0,0,有
台灣新竹市新竹市士林北路５１號,新竹市新竹市士林北路５１號,73.72,非,113,8,建物1車位0,0,0,全,四層,透天厝,住家用,108,1,0,5.7,197.71,5,2,5,無,23500000,,0,0,0,有
台灣新竹市新竹市竹香北路２８號二樓之３,新竹市新竹市竹香北路２８號二樓之３,25.15,住,109,12,建物1車位1,0,1,二層,十七層,大樓,住家用,113,7,1,0,198.39,4,2,2,有,14300000,坡道平面,47.87,1320000,0,有
台灣新竹市新竹市竹香北路２８號十三樓之３,新竹市新竹市竹香北路２８號十三樓之３,25.15,住,109,11,建物1車位1,0,1,十三層,十七層,大樓,住家用,113,7,1,0,198.39,4,2,2,有,14500000,坡道平面,47.87,1470000,0,有
台灣新竹市新竹市竹香北路２８號十一樓之３,新竹市新竹市竹香北路２８號十一樓之３,25.15,住,109,11,建物1車位1,0,1,十一層,十七層,大樓,住家用,113,7,1,0,198.39,4,2,2,有,13400000,坡道平面,47.87,1300000,0,有
台灣新竹市新竹市竹香北路２８號九樓之３,新竹市新竹市竹香北路２８號九樓之３,25.15,住,109,10,建物1車位1,0,1,九層,十七層,大樓,住家用,113,7,1,0,198.39,4,2,2,有,13510000,坡道平面,47.87,1510000,0,有
台灣新竹市新竹市竹香北路２８號六樓之３,新竹市新竹市竹香北路２８號六樓之３,25.15,住,109,10,建物1車位1,0,1,六層,十七層,大樓,住家用,113,7,1,0,198.39,4,2,2,有,13240000,坡道平面,47.87,1510000,0,有
台灣新竹市新竹市竹香北路２８號七樓之３,新竹市新竹市竹香北路２８號七樓之３,25.15,住,109,10,建物1車位1,0,1,七層,十七層,大樓,住家用,113,7,1,0,198.39,4,2,2,有,13090000,坡道平面,47.87,1270000,0,有
台灣新竹市新竹市竹香北路２８號三樓之３,新竹市新竹市竹香北路２８號三樓之３,25.15,住,109,10,建物1車位1,0,1,三層,十七層,大樓,住家用,113,7,1,0,198.39,4,2,2,有,12910000,坡道平面,47.87,1270000,0,有
台灣新竹市新竹市龍山東路１７號三樓,新竹市新竹市龍山東路１７號三樓,14.89,商,113,7,建物1車位2,0,2,三層,二十二層,大樓,住家用,105,5,0,8.2,198.62,3,2,2,有,31100000,坡道平面,52.44,0,0,有
台灣新竹市新竹市大湖路７１巷３弄５８號,新竹市新竹市大湖路７１巷３弄５８號,100.03,非,113,9,建物1車位0,0,0,全,四層,透天厝,住家用,84,5,0,29.4,199.83,4,2,3,有,10800000,,0,0,0,無
台灣新竹市新竹市明湖路２４３巷１７８號二樓,新竹市新竹市明湖路２４３巷１７８號二樓,53.65,住,110,5,建物1車位1,0,1,二層,七層,華廈,住家用,113,4,1,0,199.84,3,2,2,有,14810000,坡道平面,47.25,960000,0,有
台灣新竹市新竹市明湖路２４３巷１７８號四樓,新竹市新竹市明湖路２４３巷１７８號四樓,53.65,住,110,6,建物1車位1,0,1,四層,七層,華廈,住家用,113,4,1,0,200.96,3,2,2,有,16120000,坡道平面,48.38,1110000,0,有
台灣新竹市新竹市延平路一段２６９號十二樓之２,新竹市新竹市延平路一段２６９號十二樓之２,31.19,住,110,1,建物1車位2,0,2,十二層,十四層,大樓,住家用,113,7,1,0,200.98,3,2,2,無,15180000,坡道平面,60.2,2800000,0,有
台灣新竹市新竹市金城三路９７號七樓,新竹市新竹市金城三路９７號七樓,25.18,工,113,10,建物1車位1,0,1,七層,十五層,大樓,辦公用,106,12,0,6.8,201.24,4,2,2,有,34700000,坡道平面,0,0,0,有
台灣新竹市新竹市仲生路５６號三樓之２,新竹市新竹市仲生路５６號三樓之２,91.49,非,110,6,建物1車位1,0,1,三層,五層,華廈,住家用,113,3,1,0,201.35,3,2,2,無,14800000,坡道平面,30.5,1400000,0,有
台灣新竹市新竹市中山路６４０巷４９８號九樓之１０,新竹市新竹市中山路６４０巷４９８號九樓之１０,26.8,住,113,8,建物1車位2,0,2,九層,十四層,大樓,住家用,101,10,0,11.8,201.38,3,2,2,有,22500000,坡道平面,63.89,0,0,有
台灣新竹市新竹市振興一街１００之６號,新竹市新竹市振興一街１００之６號,62.87,住,113,8,建物1車位0,0,0,全,四層,透天厝,住家用,93,8,0,20,201.65,4,2,3,無,19000000,,0,0,0,無
台灣新竹市新竹市仲生路５０號四樓之２,新竹市新竹市仲生路５０號四樓之２,91.11,非,109,11,建物1車位1,0,1,四層,五層,華廈,住家用,113,3,1,0,202.35,3,2,2,無,14800000,坡道平面,31.61,1500000,0,有
台灣新竹市新竹市仲生路５２號三樓之２,新竹市新竹市仲生路５２號三樓之２,91.49,非,110,10,建物1車位1,0,1,三層,五層,華廈,住家用,113,3,1,0,202.45,3,2,2,無,14900000,坡道平面,31.61,1500000,0,有
台灣新竹市新竹市仲生路５６號四樓之１,新竹市新竹市仲生路５６號四樓之１,91.49,非,110,2,建物1車位1,0,1,四層,五層,華廈,住家用,113,3,1,0,202.45,3,2,2,無,14400000,坡道平面,31.61,1500000,0,有
台灣新竹市新竹市中華路二段４６２號,新竹市新竹市中華路二段４６２號,65,商,113,6,建物1車位0,0,0,全,四層,透天厝,商業用,0,0,0,113.6,202.53,4,2,3,無,26000000,,0,0,0,無
台灣新竹市新竹市頂埔路６８號十樓之２,新竹市新竹市頂埔路６８號十樓之２,34.94,住,109,11,建物1車位2,0,2,十層,十三層,大樓,住家用,113,6,1,0,202.98,4,2,2,無,16830000,坡道平面,54.14,3200000,0,有
台灣新竹市新竹市頂埔路６８號三樓之２,新竹市新竹市頂埔路６８號三樓之２,35,住,110,1,建物1車位1,0,1,三層,十三層,大樓,住家用,113,6,1,0,203.1,4,2,2,無,15000000,坡道平面,54.27,2400000,0,有
台灣新竹市新竹市東大路一段１５０號十一樓之２,新竹市新竹市東大路一段１５０號十一樓之２,32.01,住,113,11,建物1車位1,0,1,十一層,十三層,大樓,住家用,112,3,0,1.8,203.24,1,1,2,有,34500000,坡道平面,45.01,0,0,有
台灣新竹市新竹市建中一路２９號１７樓之１,新竹市新竹市建中一路２９號１７樓之１,15.38,商,113,10,建物1車位1,0,1,十七層,十九層,大樓,住家用,86,7,0,27.3,203.31,3,2,2,有,22000000,坡道平面,0,0,0,有
台灣新竹市新竹市寶山路４５２巷９弄３６號,新竹市新竹市寶山路４５２巷９弄３６號,77.62,住,113,8,建物1車位0,0,0,全,四層,透天厝,住家用,86,4,0,27.4,203.32,5,2,3,無,22710000,,0,0,0,無
台灣新竹市新竹市江山街８號十樓之５,新竹市新竹市江山街８號十樓之５,23.26,商,113,6,建物1車位1,0,1,十層,十層,華廈,辦公用,103,3,0,10.3,203.42,4,3,4,有,25000000,坡道平面,39.66,0,0,有
台灣新竹市新竹市經國路三段９２巷１６弄４７號十三樓,新竹市新竹市經國路三段９２巷１６弄４７號十三樓,21.16,住,113,9,建物1車位2,0,2,十三層,十五層,大樓,住家用,99,8,0,14.1,204.19,3,2,2,有,22000000,坡道平面,62.58,0,0,有
台灣新竹市新竹市新香街１８８巷２８弄２２號,新竹市新竹市新香街１８８巷２８弄２２號,116,非,113,7,建物1車位0,0,0,全,四層,透天厝,住家用,91,1,0,22.6,204.19,4,2,3,有,16000000,,0,0,0,無
台灣新竹市新竹市金城一路５２巷１７號７樓,新竹市新竹市金城一路５２巷１７號７樓,63.43,住,113,8,建物1車位1,0,1,七層,七層,華廈,住家用,80,8,0,33,205.25,4,2,2,有,23000000,坡道平面,0,0,0,有
台灣新竹市新竹市凌雲街３０號十一樓之３,新竹市新竹市凌雲街３０號十一樓之３,53.15,住,113,8,建物1車位0,0,0,十一層,十三層,大樓,住家用,98,3,0,15.5,205.34,4,2,2,有,22500000,,0,0,0,有
台灣新竹市新竹市明湖路２４３巷１８０號六樓,新竹市新竹市明湖路２４３巷１８０號六樓,53.65,住,110,5,建物1車位2,0,2,六層,七層,華廈,住家用,113,4,1,0,206.01,3,2,2,有,16190000,坡道平面,53.42,1280000,0,有
台灣新竹市新竹市培英街５１巷８號２樓,新竹市新竹市培英街５１巷８號２樓,43.96,住,113,6,建物1車位2,0,2,二層,六層,華廈,住家用,86,8,0,26.8,206.13,4,2,2,有,26000000,坡道機械,0,0,0,有
台灣新竹市新竹市經國路二段５３５之１２號十三樓,新竹市新竹市經國路二段５３５之１２號十三樓,27.94,商,113,9,建物1車位2,0,2,十三層,十三層,大樓,住家用,95,12,0,17.7,206.37,4,4,2,有,23980000,坡道平面,0,0,0,有
台灣新竹市新竹市明湖路２４３巷１７０號七樓,新竹市新竹市明湖路２４３巷１７０號七樓,52.08,住,110,5,建物1車位2,0,2,七層,七層,華廈,住家用,113,4,1,0,206.89,3,2,2,有,18070000,坡道平面,58.21,1270000,0,有
台灣新竹市新竹市延平路三段１５８巷３０號,新竹市新竹市延平路三段１５８巷３０號,66.52,住,113,10,建物1車位0,0,0,全,四層,透天厝,住家用,112,7,0,1.3,207.5,4,2,5,有,23500000,,0,0,0,有
台灣新竹市新竹市東大路二段６２２之３號十二樓之５,新竹市新竹市東大路二段６２２之３號十二樓之５,36.62,非,110,1,建物1車位2,0,2,十二層,十四層,大樓,住家用,113,6,1,0,207.74,3,2,2,有,15960000,坡道平面,62.15,1440000,0,有
台灣新竹市新竹市東光路３７號十三樓,新竹市新竹市東光路３７號十三樓,26.19,商,113,9,建物1車位1,0,1,十三層,十四層,大樓,住家用,101,6,0,12.3,208.13,3,2,2,有,33800000,坡道平面,0,0,0,有
台灣新竹市新竹市頂埔路６８號九樓之２,新竹市新竹市頂埔路６８號九樓之２,35.89,住,109,12,建物1車位2,0,2,九層,十三層,大樓,住家用,113,6,1,0,208.46,4,2,2,無,16310000,坡道平面,59.62,3400000,0,有
台灣新竹市新竹市光華東一街４０號,新竹市新竹市光華東一街４０號,86.93,住,113,4,建物1車位1,0,1,一層，見其他登記事項,十層,華廈,商業用,108,9,0,4.5,208.91,0,0,0,有,29000000,坡道平面,0,0,0,有
台灣新竹市新竹市仲生路５６號二樓之１,新竹市新竹市仲生路５６號二樓之１,95.34,非,110,3,建物1車位1,0,1,二層,五層,華廈,住家用,113,3,1,0,208.99,3,2,2,無,16800000,坡道平面,30.5,1400000,0,有
台灣新竹市新竹市仲生路５８號二樓之１,新竹市新竹市仲生路５８號二樓之１,95.34,非,109,11,建物1車位1,0,1,二層,五層,華廈,住家用,113,3,1,0,209.98,3,2,2,無,16750000,坡道平面,31.61,1250000,0,有
台灣新竹市新竹市仲生路５６號二樓之２,新竹市新竹市仲生路５６號二樓之２,95.34,非,110,1,建物1車位1,0,1,二層,五層,華廈,住家用,113,3,1,0,210.09,3,2,2,無,16800000,坡道平面,31.61,1500000,0,有
台灣新竹市新竹市中華路五段８９６巷５號,新竹市新竹市中華路五段８９６巷５號,107.75,住,113,2,建物1車位0,0,0,全,四層,透天厝,住家用,104,9,0,8.3,210.18,3,2,4,有,17200000,,0,0,0,無
台灣新竹市新竹市光華二街１０８巷１６之１１號,新竹市新竹市光華二街１０８巷１６之１１號,69,住,113,10,建物1車位0,0,0,全,四層,透天厝,住家用,110,12,0,2.8,211.75,4,2,5,無,33300000,,0,0,0,有
台灣新竹市新竹市中華路一段２９１號十二樓之３,新竹市新竹市中華路一段２９１號十二樓之３,25.32,商,113,9,建物1車位2,0,2,十二層,十五層,大樓,住家用,102,12,0,10.7,212.18,3,2,2,有,31000000,坡道平面,0,0,0,有
台灣新竹市新竹市中福路２９巷８弄２７號,新竹市新竹市中福路２９巷８弄２７號,57.17,住,113,9,建物1車位0,0,0,全,四層,透天厝,住家用,88,5,0,25.4,215.05,5,2,4,無,15000000,,0,0,0,無
台灣新竹市新竹市長興街２９３號,新竹市新竹市長興街２９３號,176.53,住,113,9,建物1車位0,0,0,全,二層,透天厝,住家用,68,6,0,45.3,215.1,4,2,1,無,10000000,,0,0,1,無
台灣新竹市新竹市中清路５０號,新竹市新竹市中清路５０號,78.95,住,113,10,建物1車位0,0,0,全,四層,透天厝,住家用,85,9,0,28.1,215.62,6,2,5,無,18200000,,0,0,0,無
台灣新竹市新竹市明湖路２４３巷１８０號二樓,新竹市新竹市明湖路２４３巷１８０號二樓,53.65,住,110,6,建物1車位1,0,1,二層,七層,華廈,住家用,113,4,1,0,216.86,3,2,2,有,16190000,坡道平面,64.28,1120000,0,有
台灣新竹市新竹市立鵬路１１２號十四樓,新竹市新竹市立鵬路１１２號十四樓,16.89,商,113,7,建物1車位1,0,1,十四層,二十五層,大樓,住家用,103,11,0,9.6,221.86,4,2,2,有,39000000,坡道平面,0,0,0,有
台灣新竹市新竹市明湖路２４３巷１８０號四樓,新竹市新竹市明湖路２４３巷１８０號四樓,53.65,住,110,5,建物1車位1,0,1,四層,七層,華廈,住家用,113,4,1,0,222.49,3,2,2,有,15100000,坡道平面,69.91,1030000,0,有
台灣新竹市新竹市立鵬路１１２號十八樓,新竹市新竹市立鵬路１１２號十八樓,17.16,商,113,7,建物1車位1,0,1,十八層,二十五層,大樓,住家用,103,11,0,9.6,223.38,4,2,2,有,39000000,坡道平面,0,0,0,有
台灣新竹市新竹市延平路一段２７３號六樓之２,新竹市新竹市延平路一段２７３號六樓之２,36.22,住,110,2,建物1車位1,0,1,六層,十二層,大樓,住家用,113,7,1,0,223.46,4,2,2,無,16850000,坡道平面,45.93,1700000,0,有
台灣新竹市新竹市竹香北路２８號五樓之３,新竹市新竹市竹香北路２８號五樓之３,28.27,住,109,12,建物1車位1,0,1,五層,十七層,大樓,住家用,113,7,1,0,223.51,4,2,2,有,13320000,坡道平面,73,1660000,0,有
台灣新竹市新竹市武陵路３０號七樓之３,新竹市新竹市武陵路３０號七樓之３,13.27,住,113,7,建物1車位1,0,1,七層,二十六層,大樓,住家用,97,8,0,15.9,224.08,4,2,2,有,24250000,坡道平面,33.77,0,0,有
台灣新竹市新竹市竹香北路２８號十二樓之６,新竹市新竹市竹香北路２８號十二樓之６,28.8,住,109,12,建物1車位2,0,2,十二層,十七層,大樓,住家用,113,7,1,0,225.24,3,2,2,有,14080000,坡道平面,91.87,2830000,0,有
台灣新竹市新竹市新香街１８８巷８弄６號,新竹市新竹市新香街１８８巷８弄６號,119.87,非,113,6,建物1車位0,0,0,全,五層,透天厝,住家用,92,12,0,20.4,226.02,4,2,4,有,17400000,,0,0,0,無
台灣新竹市新竹市水田街９１巷６弄９之１號,新竹市新竹市水田街９１巷６弄９之１號,65,住,113,6,建物1車位0,0,0,全,五層,透天厝,住家用,113,4,0,0.2,226.28,9,1,9,無,32000000,,0,0,0,有
台灣新竹市新竹市水田街９１巷６弄９號,新竹市新竹市水田街９１巷６弄９號,65,住,113,6,建物1車位0,0,0,全,五層,透天厝,住家用,113,4,0,0.2,226.28,9,1,9,無,32000000,,0,0,0,有
台灣新竹市新竹市中山路６４０巷５２２號,新竹市新竹市中山路６４０巷５２２號,69.26,住,113,8,建物1車位0,0,0,全,四層,透天厝,住家用,93,3,0,20.5,227.32,4,2,3,有,24000000,,0,0,0,無
台灣新竹市新竹市武陵路２２號二樓之３,新竹市新竹市武陵路２２號二樓之３,13.27,住,113,8,建物1車位1,0,1,二層,二十六層,大樓,住家用,97,8,0,16,227.68,4,2,2,有,22580000,坡道平面,33.78,0,0,有
台灣新竹市新竹市延平路三段３５７之１號,新竹市新竹市延平路三段３５７之１號,87.23,住,113,10,建物1車位0,0,0,全,四層,透天厝,住家用,107,9,0,6.1,227.96,5,2,4,無,20880000,,0,0,0,無
台灣新竹市新竹市竹香北路２８號五樓之６,新竹市新竹市竹香北路２８號五樓之６,29.29,住,109,12,建物1車位2,0,2,五層,十七層,大樓,住家用,113,7,1,0,229.12,3,2,2,有,13320000,坡道平面,95.74,2720000,0,有
台灣新竹市新竹市內湖路１０８巷１５號,新竹市新竹市內湖路１０８巷１５號,79.3,非,113,6,建物1車位0,0,0,全,四層,透天厝,住家用,113,5,0,0.1,229.39,4,3,4,無,16500000,,0,0,0,無
台灣新竹市新竹市榮濱南路７２巷１８號,新竹市新竹市榮濱南路７２巷１８號,65.63,住,113,5,建物1車位0,0,0,全,四層,透天厝,住家用,112,3,0,1.2,230.69,4,3,6,無,23800000,,0,0,0,有
台灣新竹市新竹市東大路三段２７７之６號,新竹市新竹市東大路三段２７７之６號,90.41,住,113,7,建物1車位0,0,0,全,四層,透天厝,住家用,104,12,0,8.5,230.71,4,2,4,無,23980000,,0,0,0,無
台灣新竹市新竹市中清路１８巷８８號,新竹市新竹市中清路１８巷８８號,90.56,住,113,6,建物1車位0,0,0,全,三層,透天厝,住家用,85,4,0,28.2,231.65,4,2,3,無,11000000,,0,0,0,無
台灣新竹市新竹市港北三街５８號,新竹市新竹市港北三街５８號,79.26,住,113,8,建物1車位0,0,0,全,四層,透天厝,住家用,100,7,0,13.1,231.93,5,2,4,無,18280000,,0,0,0,無
台灣新竹市新竹市仲生路５６號四樓之２,新竹市新竹市仲生路５６號四樓之２,95.34,非,110,4,建物1車位2,0,2,四層,五層,華廈,住家用,113,3,1,0,232.95,3,2,2,無,15900000,坡道平面,62.11,2700000,0,有
台灣新竹市新竹市仲生路５２號三樓之１,新竹市新竹市仲生路５２號三樓之１,95.34,非,110,1,建物1車位2,0,2,三層,五層,華廈,住家用,113,3,1,0,232.95,3,2,2,無,16350000,坡道平面,62.11,2500000,0,有
台灣新竹市新竹市藝術路９號二樓之８,新竹市新竹市藝術路９號二樓之８,68.34,非,113,8,建物1車位2,0,2,二層,六層,華廈,其他,111,11,0,1.7,233.93,0,1,2,有,12750000,坡道平面,61.44,2400000,1,有
台灣新竹市新竹市藝術路９號三樓之８,新竹市新竹市藝術路９號三樓之８,68.34,非,113,8,建物1車位2,0,2,三層,六層,華廈,其他,111,11,0,1.7,233.93,0,1,2,有,12750000,坡道平面,61.44,2400000,1,有
台灣新竹市新竹市藝術路１號六樓之７,新竹市新竹市藝術路１號六樓之７,68.34,非,113,8,建物1車位2,0,2,六層,六層,華廈,其他,111,11,0,1.7,233.93,0,1,2,有,12750000,坡道平面,61.44,2400000,1,有
台灣新竹市新竹市藝術路２９號六樓之１,新竹市新竹市藝術路２９號六樓之１,68.34,非,113,8,建物1車位2,0,2,六層,六層,華廈,其他,111,11,0,1.7,233.93,0,1,2,有,12750000,坡道平面,61.44,2400000,1,有
台灣新竹市新竹市仲生路５０號三樓之１,新竹市新竹市仲生路５０號三樓之１,94.95,非,109,12,建物1車位2,0,2,三層,五層,華廈,住家用,113,3,1,0,233.95,3,2,2,無,15500000,坡道平面,63.22,2300000,0,有
台灣新竹市新竹市仲生路５８號四樓之１,新竹市新竹市仲生路５８號四樓之１,94.95,非,109,12,建物1車位2,0,2,四層,五層,華廈,住家用,113,3,1,0,233.95,3,2,2,無,15740000,坡道平面,63.22,2300000,0,有
台灣新竹市新竹市竹香北路２８號十七樓之１,新竹市新竹市竹香北路２８號十七樓之１,29.74,住,109,12,建物1車位2,0,2,十七層,十七層,大樓,住家用,113,7,1,0,234,3,2,2,有,13980000,坡道平面,95.74,2600000,0,有
台灣新竹市新竹市介壽一路２６號二十四樓之２,新竹市新竹市介壽一路２６號二十四樓之２,27.8,住,109,3,建物1車位2,0,2,二十四層,二十六層,大樓,住家用,113,3,1,0,234.05,4,2,3,有,23720000,坡道平面,55.8,4000000,0,有
台灣新竹市新竹市東門街１００號五樓之５,新竹市新竹市東門街１００號五樓之５,17.97,商,113,8,建物1車位1,0,1,五層,二十八層,大樓,住家用,108,4,0,5.4,234.1,4,2,2,有,39000000,坡道平面,33.15,1900000,0,有
台灣新竹市新竹市富群街９３號,新竹市新竹市富群街９３號,119.59,非,113,7,建物1車位0,0,0,全,四層,透天厝,住家用,87,2,0,26.5,234.38,4,3,3,有,18150000,,0,0,0,無
台灣新竹市新竹市竹香北路２８號十二樓之１,新竹市新竹市竹香北路２８號十二樓之１,29.81,住,110,3,建物1車位2,0,2,十二層,十七層,大樓,住家用,113,7,1,0,234.5,3,2,2,有,13490000,坡道平面,96.18,1820000,0,有
台灣新竹市新竹市湳雅街１８９號１０樓之１,新竹市新竹市湳雅街１８９號１０樓之１,36.21,住,113,7,建物1車位1,0,1,十層,十層,華廈,住家用,81,1,0,32.6,235.5,4,2,2,有,16750000,坡道平面,0,0,0,有
台灣新竹市新竹市竹光路３５巷５０號六樓,新竹市新竹市竹光路３５巷５０號六樓,49.3,住,113,4,建物1車位2,0,2,,十層,華廈,住家用,103,10,0,9.4,235.68,3,2,2,有,26200000,坡道平面,85.76,0,0,有
台灣新竹市新竹市高峰路２巷６２號,新竹市新竹市高峰路２巷６２號,155.14,住,113,8,建物1車位0,0,0,全,四層,透天厝,住家用,80,5,0,33.3,236.34,4,3,4,有,24000000,,0,0,0,無
台灣新竹市新竹市墩豐路３０巷６號,新竹市新竹市墩豐路３０巷６號,568.17,非,113,7,建物1車位0,0,0,全,三層,透天厝,住家用,82,4,0,31.3,237.16,6,2,4,有,19000000,,0,0,0,無
台灣新竹市新竹市延平路一段２７３號十一樓之１,新竹市新竹市延平路一段２７３號十一樓之１,37.47,住,110,3,建物1車位2,0,2,十一層,十二層,大樓,住家用,113,7,1,0,237.73,4,2,2,無,19000000,坡道平面,60.2,2800000,0,有
台灣新竹市新竹市延平路一段２７３號二樓之１,新竹市新竹市延平路一段２７３號二樓之１,37.47,住,110,3,建物1車位2,0,2,二層,十二層,大樓,住家用,113,7,1,0,237.73,4,2,2,無,20060000,坡道平面,60.2,3000000,0,有
台灣新竹市新竹市延平路一段２７３號六樓之１,新竹市新竹市延平路一段２７３號六樓之１,37.47,住,110,3,建物1車位2,0,2,六層,十二層,大樓,住家用,113,7,1,0,237.73,4,2,2,無,18000000,坡道平面,60.2,3000000,0,有
台灣新竹市新竹市延平路一段２７３號十樓之１,新竹市新竹市延平路一段２７３號十樓之１,37.47,住,110,3,建物1車位2,0,2,十層,十二層,大樓,住家用,113,7,1,0,237.73,4,2,2,無,19350000,坡道平面,60.2,3200000,0,有
台灣新竹市新竹市延平路一段２７３號八樓之２,新竹市新竹市延平路一段２７３號八樓之２,37.47,住,110,2,建物1車位2,0,2,八層,十二層,大樓,住家用,113,7,1,0,237.73,4,2,2,無,18170000,坡道平面,60.2,2800000,0,有
