土地位置建物門牌(Geo),土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年,交易月,交易筆棟數,建物大於1,車位數,移轉層次,總樓層數,建物型態,主要用途,建築完成年,建築完成月,屋齡缺失,屋齡,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易,電梯
台灣新竹市新竹市光復路一段３３５巷３６號五樓,新竹市新竹市光復路一段３３５巷３６號五樓,26.74,其,113,8,建物1車位1,0,1,五層,七層,華廈,住家用,105,12,0,7.6,94.86,2,2,2,有,17100000,坡道機械,8.74,0,0,有
台灣新竹市新竹市東大路二段３０７號七樓之２,新竹市新竹市東大路二段３０７號七樓之２,21.42,住,113,6,建物1車位0,0,0,,七層,華廈,住家用,69,8,0,43.8,94.91,3,2,1,有,7680000,,0,0,0,有
台灣新竹市新竹市東山街３２７巷２弄１號,新竹市新竹市東山街３２７巷２弄１號,259,住,113,7,建物1車位0,0,0,全,二層,透天厝,住家用,0,0,0,113.7,95.04,4,2,2,無,78350000,,0,0,0,無
台灣新竹市新竹市經國路二段１８７號三樓之５,新竹市新竹市經國路二段１８７號三樓之５,10.57,商,113,8,建物1車位1,0,1,三層,十一層,大樓,住家用,97,11,0,15.7,95.29,2,2,1,有,12200000,坡道機械,13.32,0,0,有
台灣新竹市新竹市延平路二段４４７巷３６號,新竹市新竹市延平路二段４４７巷３６號,68.12,非,113,9,建物1車位0,0,0,全,二層,透天厝,住家用,0,0,0,113.9,95.4,6,2,3,無,6900000,,0,0,0,無
台灣新竹市新竹市成功路１７２巷３弄４３號,新竹市新竹市成功路１７２巷３弄４３號,72.88,非,113,9,建物1車位0,0,0,全,二層,透天厝,住家用,64,10,0,48.9,95.7,3,2,1,無,10500000,,0,0,0,無
台灣新竹市新竹市芝柏一街１５號,新竹市新竹市芝柏一街１５號,55.9,非,113,8,建物1車位0,0,0,全,二層,透天厝,住家用,71,6,0,42.2,96.4,21,0,21,無,10400000,,0,0,0,無
台灣新竹市新竹市華江街３９巷２６號,新竹市新竹市華江街３９巷２６號,63.15,非,113,7,建物1車位0,0,0,全,二層,透天厝,住家用,73,4,0,40.3,97.16,3,2,2,無,8300000,,0,0,0,無
台灣新竹市新竹市成功路９９號,新竹市新竹市成功路９９號,82,住,113,9,建物1車位0,0,0,全,二層,透天厝,住商用,0,0,0,113.9,97.2,5,2,3,無,6500000,,0,0,1,無
台灣新竹市新竹市東大路二段１７３巷２弄１２號２樓,新竹市新竹市東大路二段１７３巷２弄１２號２樓,36.2,住,113,9,建物1車位0,0,0,二層,六層,華廈,住家用,0,0,0,113.9,97.25,3,2,2,有,7250000,,0,0,0,有
台灣新竹市新竹市高峰路１１０巷１９弄２２號四樓之２,新竹市新竹市高峰路１１０巷１９弄２２號四樓之２,33.14,住,113,9,建物1車位1,0,1,四層,五層,華廈,住家用,113,6,0,0.3,97.75,2,2,1,有,13150000,坡道機械,13,0,0,有
台灣新竹市新竹市光華街１３號５樓,新竹市新竹市光華街１３號５樓,26.21,住,113,8,建物1車位0,0,0,五層,五層,公寓,住家用,0,0,0,113.8,97.75,3,2,1,無,7100000,,0,0,0,無
台灣新竹市新竹市高峰路１１０巷１９弄２２號四樓之２,新竹市新竹市高峰路１１０巷１９弄２２號四樓之２,33.14,住,113,7,建物1車位1,0,1,四層,五層,華廈,住家用,113,6,0,0.1,97.75,2,2,1,無,10620000,其他,13,600000,0,有
台灣新竹市新竹市湳雅街２１８巷１６號,新竹市新竹市湳雅街２１８巷１６號,22.58,住,113,5,建物1車位1,0,1,一層,五層,華廈,住家用,84,6,0,28.9,98.23,3,1,1,有,9700000,坡道平面,0,0,0,有
台灣新竹市新竹市明湖路１２００巷４７號七樓之１,新竹市新竹市明湖路１２００巷４７號七樓之１,17.98,非,113,8,建物1車位1,0,1,七層,七層,華廈,住家用,97,5,0,16.3,98.63,1,1,1,有,6880000,坡道平面,24.94,0,0,有
台灣新竹市新竹市中華路六段２０５巷８０弄２號５樓,新竹市新竹市中華路六段２０５巷８０弄２號５樓,46.6,非,113,9,建物1車位0,0,0,五層,五層,公寓,住家用,83,3,0,30.6,98.92,3,2,2,無,3900000,,0,0,0,無
台灣新竹市新竹市南大路７４８巷４０弄１２７號,新竹市新竹市南大路７４８巷４０弄１２７號,63.56,住,113,7,建物1車位0,0,0,全,二層,透天厝,住家用,0,0,0,113.7,99,5,2,3,無,10400000,,0,0,0,無
台灣新竹市新竹市振興路１０９巷１２弄２３號４樓,新竹市新竹市振興路１０９巷１２弄２３號４樓,28.95,住,113,9,建物1車位0,0,0,四層,五層,華廈,住家用,80,12,0,32.7,99.18,3,2,1,無,8200000,,0,0,0,有
台灣新竹市新竹市竹蓮街８巷８號４樓,新竹市新竹市竹蓮街８巷８號４樓,27.17,住,113,8,建物1車位0,0,0,四層,五層,公寓,住家用,73,11,0,39.7,99.31,3,2,2,無,6000000,,0,0,1,無
台灣新竹市新竹市食品路３６６巷１６號二樓,新竹市新竹市食品路３６６巷１６號二樓,28.34,住,113,9,建物1車位0,0,0,二層,五層,公寓,住家用,0,0,0,113.9,99.41,3,2,1,無,8100000,,0,0,0,無
台灣新竹市新竹市食品路３６６巷１６號３樓,新竹市新竹市食品路３６６巷１６號３樓,28.34,住,113,7,建物1車位0,0,0,三層,五層,公寓,住家用,0,0,0,113.7,99.41,3,2,2,無,9900000,,0,0,0,無
台灣新竹市新竹市武陵路２４７巷３號３樓,新竹市新竹市武陵路２４７巷３號３樓,20.6,住,113,5,建物1車位0,0,0,三層,五層,公寓,住家用,76,7,0,36.8,99.44,3,2,2,無,6600000,,0,0,0,無
台灣新竹市新竹市南大路７４８巷２８弄１０號,新竹市新竹市南大路７４８巷２８弄１０號,69.17,住,113,9,建物1車位0,0,0,全,二層,透天厝,住家用,67,3,0,46.6,99.88,2,2,2,無,7700000,,0,0,0,無
台灣新竹市新竹市湳雅街２１９巷８弄１４號５樓,新竹市新竹市湳雅街２１９巷８弄１４號５樓,24.09,住,113,10,建物1車位0,0,0,五層,六層,華廈,住家用,84,8,0,29.2,100.36,3,2,2,無,9700000,,0,0,0,有
台灣新竹市新竹市明湖路１０５０巷２２８號２樓,新竹市新竹市明湖路１０５０巷２２８號２樓,44.13,非,113,6,建物1車位0,0,0,二層,五層,公寓,住家用,86,5,0,27.1,100.57,3,2,2,無,8400000,,0,0,0,無
台灣新竹市新竹市明湖路１０５０巷４１號５樓,新竹市新竹市明湖路１０５０巷４１號５樓,26.36,非,113,9,建物1車位0,0,0,五層,五層,公寓,住家用,82,6,0,31.3,100.59,2,2,1,有,4500000,,0,0,0,無
台灣新竹市新竹市經國路二段２１８巷１２弄５號４樓,新竹市新竹市經國路二段２１８巷１２弄５號４樓,26.46,住,113,9,建物1車位0,0,0,四層,五層,公寓,住家用,75,6,0,38.3,100.93,3,2,2,有,6800000,,0,0,0,無
台灣新竹市新竹市芝柏一街７１號,新竹市新竹市芝柏一街７１號,71.54,非,113,8,建物1車位0,0,0,全,二層,透天厝,住家用,71,4,0,42.4,100.94,11,0,11,無,7880000,,0,0,0,無
台灣新竹市新竹市延平路一段２１４巷２弄１８號,新竹市新竹市延平路一段２１４巷２弄１８號,56,住,113,7,建物1車位0,0,0,全,二層,透天厝,住家用,63,11,0,49.6,100.99,2,2,2,無,10400000,,0,0,0,無
台灣新竹市新竹市大學路８１巷３弄３號４樓,新竹市新竹市大學路８１巷３弄３號４樓,47.96,住,113,9,建物1車位0,0,0,四層,四層,公寓,住家用,0,0,0,113.9,101.05,3,2,2,無,9150000,,0,0,0,無
台灣新竹市新竹市光復路一段５３１巷８２號,新竹市新竹市光復路一段５３１巷８２號,15.02,商,113,8,建物1車位0,0,0,一層,十三層,大樓,住家用,83,5,0,30.3,101.05,3,2,1,有,15500000,,0,0,0,有
台灣新竹市新竹市牛埔路１２０巷３號九樓之２,新竹市新竹市牛埔路１２０巷３號九樓之２,20.88,住,113,9,建物1車位1,0,1,九層,十二層,大樓,住家用,104,9,0,9,101.11,2,1,1,有,8200000,坡道機械,17.64,0,1,有
台灣新竹市新竹市博愛街９４巷２弄５號４樓,新竹市新竹市博愛街９４巷２弄５號４樓,36.8,住,113,7,建物1車位0,0,0,四層,五層,公寓,住家用,78,11,0,34.6,101.19,3,2,2,無,9850000,,0,0,0,無
台灣新竹市新竹市竹光路１７巷３９號,新竹市新竹市竹光路１７巷３９號,91,住,113,7,建物1車位0,0,0,全,二層,透天厝,住家用,0,0,0,113.7,101.2,8,2,4,無,18000000,,0,0,0,無
台灣新竹市新竹市光復路１段５７６巷１６弄７之３號３樓,新竹市新竹市光復路１段５７６巷１６弄７之３號３樓,23.08,住,113,7,建物1車位0,0,0,三層,五層,公寓,住家用,84,4,0,29.3,101.39,3,2,2,有,11300000,,0,0,0,無
台灣新竹市新竹市延平路二段１５４４巷３弄４號,新竹市新竹市延平路二段１５４４巷３弄４號,74.43,非,113,8,建物1車位0,0,0,全,二層,透天厝,住家用,70,6,0,43.2,101.5,3,2,2,無,5700000,,0,0,0,無
台灣新竹市新竹市光華街１９巷９號五樓,新竹市新竹市光華街１９巷９號五樓,17.18,住,111,8,建物1車位1,0,1,五層,七層,華廈,住家用,113,6,1,0,102.08,2,2,1,無,15000000,一樓平面,22.43,2500000,0,有
台灣新竹市新竹市中山路３１９巷２弄１０號,新竹市新竹市中山路３１９巷２弄１０號,62.45,商,113,7,建物1車位0,0,0,一層,五層,公寓,住家用,73,12,0,39.5,102.27,3,2,1,無,11400000,,0,0,0,無
台灣新竹市新竹市東南街２０３號四樓,新竹市新竹市東南街２０３號四樓,33.2,住,113,8,建物1車位0,0,0,四層,五層,公寓,住家用,73,8,0,40,102.31,4,2,2,無,9150000,,0,0,0,無
台灣新竹市新竹市西濱路一段４３７號五樓之５,新竹市新竹市西濱路一段４３７號五樓之５,17.03,住,113,9,建物1車位1,0,1,五層,十五層,大樓,住家用,113,1,0,0.8,102.47,2,1,2,無,12000000,坡道機械,22.73,0,0,有
台灣新竹市新竹市西濱路一段４３７號九樓之５,新竹市新竹市西濱路一段４３７號九樓之５,17.05,住,113,8,建物1車位1,0,1,九層,十五層,大樓,住家用,113,1,0,0.7,102.47,2,1,2,有,11960000,坡道機械,22.73,0,0,有
台灣新竹市新竹市武陵路２５０巷４１號７樓,新竹市新竹市武陵路２５０巷４１號７樓,20.88,住,113,7,建物1車位0,0,0,七層,七層,華廈,住家用,83,5,0,30.2,102.54,3,2,2,有,10400000,,0,0,0,有
台灣新竹市新竹市東華路１２巷５號７Ｆ,新竹市新竹市東華路１２巷５號７Ｆ,12.1,住,113,8,建物1車位1,0,1,七層,十二層,大樓,住家用,83,7,0,30.1,102.62,3,2,2,有,9800000,坡道平面,0,0,0,有
台灣新竹市新竹市延平路３段３２５號,新竹市新竹市延平路３段３２５號,32.38,住,113,8,建物1車位0,0,0,一層，夾層,五層,公寓,住商用,83,1,0,30.7,102.79,2,2,2,無,8350000,,0,0,0,無
台灣新竹市新竹市光華街１９巷７號五樓,新竹市新竹市光華街１９巷７號五樓,17.18,住,111,8,建物1車位1,0,1,五層,七層,華廈,住家用,113,6,1,0,102.99,2,2,1,無,15070000,一樓平面,22.93,2500000,0,有
台灣新竹市新竹市南門街１０５號,新竹市新竹市南門街１０５號,64,商,113,8,建物1車位0,0,0,全,二層,透天厝,住家用,0,0,0,113.8,103,0,0,0,無,22264000,,0,0,0,無
台灣新竹市新竹市東山街６０巷３３號,新竹市新竹市東山街６０巷３３號,72,住,113,9,建物1車位0,0,0,全,二層,透天厝,住家用,57,4,0,56.5,103.05,5,1,4,無,9700000,,0,0,0,無
台灣新竹市新竹市勝利路２０２巷６號,新竹市新竹市勝利路２０２巷６號,48,商,113,10,建物1車位0,0,0,全,四層,透天厝,住家用,71,2,0,42.8,103.3,3,2,3,無,14800000,,0,0,0,無
台灣新竹市新竹市中央路３２３號４樓之１,新竹市新竹市中央路３２３號４樓之１,15.07,住,113,8,建物1車位0,0,0,四層,七層,華廈,住家用,82,7,0,31.1,103.33,3,2,2,無,9600000,,0,0,0,有
台灣新竹市新竹市經國路三段９２巷８號十樓,新竹市新竹市經國路三段９２巷８號十樓,11.19,住,113,8,建物1車位1,0,1,十層,十五層,大樓,住家用,102,4,0,11.4,103.41,2,1,1,有,13100000,坡道平面,27.57,1300000,0,有
台灣新竹市新竹市內湖路８４巷２０號,新竹市新竹市內湖路８４巷２０號,75.39,非,113,8,建物1車位0,0,0,全,二層,透天厝,住家用,70,6,0,43.2,103.68,3,2,3,無,6500000,,0,0,0,無
台灣新竹市新竹市中央路２４５巷５８號七樓之５,新竹市新竹市中央路２４５巷５８號七樓之５,9.48,商,113,8,建物1車位1,0,1,七層,十一層,大樓,住家用,101,2,0,12.6,103.85,1,2,1,有,14500000,坡道平面,34.81,0,0,有
台灣新竹市新竹市成德路１６５號２樓之２,新竹市新竹市成德路１６５號２樓之２,24.35,住,113,10,建物1車位1,0,1,二層,五層,公寓,住家用,84,10,0,29,103.92,3,1,2,有,1000000,坡道機械,0,0,1,無
台灣新竹市新竹市關新東路１０８號八樓,新竹市新竹市關新東路１０８號八樓,24.77,住,113,11,建物1車位1,0,1,八層,九層,華廈,辦公用,103,3,0,10.8,103.98,2,2,2,有,19500000,坡道機械,8.25,800000,0,有
台灣新竹市新竹市金山七街６巷１６號五樓,新竹市新竹市金山七街６巷１６號五樓,23.54,住,113,6,建物1車位1,0,1,五層,八層,華廈,住家用,106,11,0,6.5,104.13,2,1,2,有,19450000,坡道機械,7,0,0,有
台灣新竹市新竹市柴橋路５９巷７３號六樓,新竹市新竹市柴橋路５９巷７３號六樓,38.97,非,113,9,建物1車位1,0,1,六層,十一層,大樓,住家用,0,0,0,113.9,104.6,3,2,2,有,9600000,坡道機械,0,0,0,有
台灣新竹市新竹市柴橋路５９巷７９號四樓,新竹市新竹市柴橋路５９巷７９號四樓,38.97,非,113,8,建物1車位1,0,1,四層,十層,華廈,住家用,0,0,0,113.8,104.6,3,1,1,有,10430000,坡道機械,0,0,0,有
台灣新竹市新竹市武陵路２７６巷２１號３樓,新竹市新竹市武陵路２７６巷２１號３樓,27.57,住,113,9,建物1車位0,0,0,三層,五層,公寓,住家用,78,8,0,35.1,104.9,3,2,2,無,7750000,,0,0,0,無
台灣新竹市新竹市牛埔路１３５之１號二樓,新竹市新竹市牛埔路１３５之１號二樓,11.66,住,113,7,建物1車位1,0,1,二層,十五層,大樓,住家用,97,1,0,16.6,104.99,1,1,1,有,9600000,坡道平面,34.82,0,0,有
台灣新竹市新竹市花園街１００號９樓之１,新竹市新竹市花園街１００號９樓之１,11.5,商,113,7,建物1車位0,0,0,九層,十二層,大樓,住家用,88,12,0,24.5,105.03,3,2,2,有,12250000,,0,0,0,有
台灣新竹市新竹市明湖路１００８巷２１弄６號,新竹市新竹市明湖路１００８巷２１弄６號,69.6,非,113,6,建物1車位1,0,1,全,二層,透天厝,住家用,71,6,0,42,105.08,3,1,3,無,12200000,一樓平面,0,0,0,無
台灣新竹市新竹市延平路一段４０６巷１２號二樓之３,新竹市新竹市延平路一段４０６巷１２號二樓之３,32.12,非,112,11,建物1車位1,0,1,二層,五層,華廈,住家用,113,8,1,0,105.12,3,2,2,有,13600000,一樓平面,12.52,1700000,0,有
台灣新竹市新竹市延平路一段４０６巷１２號四樓之３,新竹市新竹市延平路一段４０６巷１２號四樓之３,32.12,非,112,9,建物1車位1,0,1,四層,五層,華廈,住家用,113,8,1,0,105.52,3,2,2,有,13900000,一樓平面,12.91,1700000,0,有
台灣新竹市新竹市榮濱路１９巷１６號十樓之７,新竹市新竹市榮濱路１９巷１６號十樓之７,13.14,商,113,9,建物1車位1,0,1,十層,十四層,大樓,住家用,108,2,0,5.7,105.53,2,2,1,有,9380000,坡道平面,33.17,0,0,有
台灣新竹市新竹市元培街８號２Ｆ之４,新竹市新竹市元培街８號２Ｆ之４,12.55,商,113,10,建物1車位0,0,0,二層,八層,華廈,商業用,83,11,0,29.9,105.75,0,0,0,有,4900000,,0,0,0,有
台灣新竹市新竹市經國路二段２４８巷２６弄６號５樓,新竹市新竹市經國路二段２４８巷２６弄６號５樓,26.92,住,113,8,建物1車位0,0,0,五層,五層,公寓,住家用,77,12,0,35.6,105.8,3,2,2,無,5500000,,0,0,0,無
台灣新竹市新竹市關新東路１１２號八樓,新竹市新竹市關新東路１１２號八樓,25.33,住,113,9,建物1車位1,0,1,八層，見其他登記事項,九層,華廈,辦公用,103,3,0,10.6,105.99,2,2,2,有,18680000,坡道機械,8.25,0,0,有
台灣新竹市新竹市南港街３２巷３８弄２８號九樓之８,新竹市新竹市南港街３２巷３８弄２８號九樓之８,32.18,非,113,9,建物1車位0,0,0,九層,十層,華廈,住家用,112,10,0,0.9,106.38,3,2,2,有,7500000,,0,0,1,有
台灣新竹市新竹市榮濱南路３６８號八樓,新竹市新竹市榮濱南路３６８號八樓,14.74,住,113,8,建物1車位1,0,1,八層,十五層,大樓,住家用,107,5,0,6.3,106.38,2,2,1,有,10500000,坡道平面,28.26,0,0,有
台灣新竹市新竹市民富街１９７號五樓,新竹市新竹市民富街１９７號五樓,21.72,商,113,9,建物1車位0,0,0,五層,五層,公寓,住家用,72,7,0,41.2,106.44,3,2,2,無,6990000,,0,0,0,無
台灣新竹市新竹市西濱路一段２７５巷１６號五樓之１,新竹市新竹市西濱路一段２７５巷１６號五樓之１,40.27,住,113,9,建物1車位1,0,1,五層,五層,華廈,住家用,113,6,0,0.3,107.3,3,1,2,無,10200000,一樓平面,0,0,0,有
台灣新竹市新竹市西濱路一段２７５巷１６號五樓之２,新竹市新竹市西濱路一段２７５巷１６號五樓之２,40.27,住,113,9,建物1車位1,0,1,五層,五層,華廈,住家用,113,6,0,0.3,107.3,3,1,2,無,10200000,一樓平面,0,0,0,有
台灣新竹市新竹市西濱路一段２７５巷１６號二樓之２,新竹市新竹市西濱路一段２７５巷１６號二樓之２,40.27,住,113,9,建物1車位1,0,1,二層,五層,華廈,住家用,113,6,0,0.3,107.3,3,1,2,無,11000000,一樓平面,0,0,0,有
台灣新竹市新竹市西濱路一段２７５巷１６號三樓之２,新竹市新竹市西濱路一段２７５巷１６號三樓之２,40.27,住,113,9,建物1車位1,0,1,三層,五層,華廈,住家用,113,6,0,0.3,107.3,3,1,2,無,10000000,一樓平面,0,0,0,有
台灣新竹市新竹市西濱路一段２７５巷１６號四樓之２,新竹市新竹市西濱路一段２７５巷１６號四樓之２,40.27,住,113,9,建物1車位1,0,1,四層,五層,華廈,住家用,113,6,0,0.3,107.3,3,1,2,無,11500000,一樓平面,0,0,0,有
台灣新竹市新竹市西濱路一段２７５巷１６號三樓之１,新竹市新竹市西濱路一段２７５巷１６號三樓之１,40.27,住,113,9,建物1車位1,0,1,三層,五層,華廈,住家用,113,6,0,0.3,107.3,3,1,2,無,10500000,一樓平面,0,0,0,有
台灣新竹市新竹市西濱路一段２７５巷１６號四樓之１,新竹市新竹市西濱路一段２７５巷１６號四樓之１,40.27,住,113,9,建物1車位1,0,1,四層,五層,華廈,住家用,113,6,0,0.3,107.3,3,1,2,無,11000000,一樓平面,0,0,0,有
台灣新竹市新竹市中華路六段６７７巷３號,新竹市新竹市中華路六段６７７巷３號,61.44,非,113,9,建物1車位0,0,0,全,二層,透天厝,住家用,0,0,0,113.9,107.3,5,4,2,無,5750000,,0,0,0,無
台灣新竹市新竹市西濱路一段２７５巷１６號二樓之１,新竹市新竹市西濱路一段２７５巷１６號二樓之１,40.27,住,113,9,建物1車位1,0,1,二層,五層,華廈,住家用,113,6,0,0.3,107.3,3,1,2,無,10500000,一樓平面,0,0,0,有
台灣新竹市新竹市南大路５７５巷５弄１４號５樓,新竹市新竹市南大路５７５巷５弄１４號５樓,30.74,住,113,9,建物1車位0,0,0,五層,五層,公寓,住家用,0,0,0,113.9,107.4,3,2,2,無,7400000,,0,0,0,無
台灣新竹市新竹市東大路一段５２巷１之２號８樓,新竹市新竹市東大路一段５２巷１之２號８樓,11.56,住,113,11,建物1車位1,0,1,八層,十二層,大樓,住家用,85,8,0,28.3,107.63,3,2,2,有,11800000,坡道機械,0,0,0,有
台灣新竹市新竹市竹文街１１６號四樓,新竹市新竹市竹文街１１６號四樓,33.23,住,113,9,建物1車位0,0,0,四層,五層,公寓,住家用,70,1,0,43.8,108.09,3,2,1,無,5860000,,0,0,0,無
台灣新竹市新竹市關東路９巷２１號,新竹市新竹市關東路９巷２１號,40,商,113,11,建物1車位0,0,0,全,三層,透天厝,,59,7,0,54.4,108.15,3,1,2,無,12000000,,0,0,0,無
台灣新竹市新竹市新源街４４巷１５號,新竹市新竹市新源街４４巷１５號,72,商,113,9,建物1車位0,0,0,全,二層,透天厝,住商用,66,5,0,47.4,108.3,6,3,3,無,15500000,,0,0,0,無
台灣新竹市新竹市龍山西路１８１巷２５號五樓,新竹市新竹市龍山西路１８１巷２５號五樓,31.22,住,113,7,建物1車位0,0,0,五層,七層,華廈,住家用,109,8,0,3.9,108.4,4,0,4,有,18500000,,0,0,0,有
台灣新竹市新竹市莊敬街１０８號五樓之１０,新竹市新竹市莊敬街１０８號五樓之１０,24.44,住,113,6,建物1車位1,0,1,五層,九層,華廈,辦公用,101,10,0,11.6,108.46,3,2,2,有,11500000,坡道機械,0,0,0,有
台灣新竹市新竹市浸水街４０６巷７０弄８號,新竹市新竹市浸水街４０６巷７０弄８號,66.34,非,113,8,建物1車位0,0,0,全,二層,透天厝,住家用,69,7,0,44.1,108.5,5,2,3,無,12500000,,0,0,0,無
台灣新竹市新竹市民生路１９６號六樓之２,新竹市新竹市民生路１９６號六樓之２,9.39,商,113,7,建物2車位0,1,0,六層,十二層,大樓,住家用,79,7,0,34,108.62,3,0,0,有,7600000,,0,0,0,有
台灣新竹市新竹市經國路二段５３５之９號十一樓,新竹市新竹市經國路二段５３５之９號十一樓,14.58,商,113,9,建物1車位1,0,1,十一層,十三層,大樓,住家用,95,12,0,17.7,108.7,2,2,1,有,13700000,坡道平面,0,1200000,0,有
台灣新竹市新竹市經國路二段５３９之６號九樓,新竹市新竹市經國路二段５３９之６號九樓,14.58,商,113,8,建物1車位1,0,1,九層,十三層,大樓,住家用,95,12,0,17.6,108.71,2,2,1,有,15620000,坡道平面,0,0,0,有
台灣新竹市新竹市慈濟路１７７號二十四樓,新竹市新竹市慈濟路１７７號二十四樓,10.08,商,113,7,建物1車位1,0,1,二十四層,二十四層,大樓,住家用,110,1,0,3.6,108.78,1,1,1,有,21280000,坡道平面,27.54,0,0,有
台灣新竹市新竹市中華路六段７９９巷８弄１２號２樓,新竹市新竹市中華路六段７９９巷８弄１２號２樓,27.04,非,113,7,建物1車位0,0,0,,十一層,大樓,住家用,84,10,0,28.7,108.82,3,2,2,有,4800000,,0,0,0,有
台灣新竹市新竹市寶山路３４之１號,新竹市新竹市寶山路３４之１號,17.22,住,113,7,建物1車位1,0,1,一層,七層,華廈,住家用,82,8,0,30.9,108.86,2,2,1,有,10100000,坡道平面,0,0,0,有
台灣新竹市新竹市莊敬街１０８號五樓之３,新竹市新竹市莊敬街１０８號五樓之３,24.27,住,113,7,建物1車位1,0,1,五層,九層,華廈,辦公用,101,10,0,11.7,109.05,3,2,2,有,11800000,坡道機械,0,0,0,有
台灣新竹市新竹市東南街２１０巷４２號,新竹市新竹市東南街２１０巷４２號,81.26,住,113,7,建物1車位0,0,0,全,二層,透天厝,住家用,0,0,0,113.7,109.06,8,3,3,無,24000000,,0,0,0,無
台灣新竹市新竹市自由路７１號十一樓之５,新竹市新竹市自由路７１號十一樓之５,8.3,商,113,7,建物1車位1,0,1,十一層,十三層,大樓,住家用,92,1,0,21.6,109.07,2,2,1,有,14900000,坡道平面,18.85,0,0,有
台灣新竹市新竹市新莊街１４８巷８號七樓,新竹市新竹市新莊街１４８巷８號七樓,24.43,住,113,7,建物1車位1,0,1,七層,七層,華廈,住家用,84,8,0,28.9,109.25,3,2,2,有,17800000,坡道機械,0,0,0,有
台灣新竹市新竹市光復路一段３６７巷５０弄８號４樓,新竹市新竹市光復路一段３６７巷５０弄８號４樓,36.63,住,113,8,建物1車位0,0,0,四層,五層,華廈,住家用,83,2,0,30.6,109.74,3,2,2,有,11400000,,0,0,0,有
台灣新竹市新竹市西濱路一段３０６號五樓之１,新竹市新竹市西濱路一段３０６號五樓之１,32.69,住,113,8,建物1車位1,0,1,五層,五層,華廈,住家用,102,7,0,11.1,109.75,3,2,2,無,11460000,其他,0,0,0,有
台灣新竹市新竹市延平路一段４０６巷１２號四樓之２,新竹市新竹市延平路一段４０６巷１２號四樓之２,38.11,非,112,12,建物1車位0,0,0,四層,五層,華廈,住家用,113,8,1,0,109.76,3,2,2,有,16700000,,0,0,0,有
台灣新竹市新竹市中山路６４０巷５９０號７樓,新竹市新竹市中山路６４０巷５９０號７樓,22.53,住,113,8,建物1車位0,0,0,,八層,華廈,住家用,87,5,0,26.3,109.86,3,2,2,有,8500000,,0,0,0,有
台灣新竹市新竹市興濱路１１巷４１號五樓,新竹市新竹市興濱路１１巷４１號五樓,35.84,住,113,7,建物1車位1,0,1,,五層,華廈,住家用,93,6,0,20.1,109.91,3,2,2,有,10420000,一樓平面,0,0,0,有
台灣新竹市新竹市延平路一段４０６巷１２號二樓之１,新竹市新竹市延平路一段４０６巷１２號二樓之１,38.28,非,112,11,建物1車位0,0,0,二層,五層,華廈,住家用,113,8,1,0,110.22,3,2,2,有,16600000,,0,0,0,有
台灣新竹市新竹市埔頂三路３６號二十樓之１,新竹市新竹市埔頂三路３６號二十樓之１,6.71,商,113,10,建物1車位1,0,1,二十層,二十九層,大樓,住家用,112,5,0,1.5,110.3,2,2,1,有,21300000,坡道平面,28.88,0,0,有
台灣新竹市新竹市虎林街１２３巷１２弄２８號５樓之３,新竹市新竹市虎林街１２３巷１２弄２８號５樓之３,32.36,非,113,9,建物1車位1,0,1,五層,五層,公寓,住家用,86,6,0,27.3,110.58,3,2,2,有,5100000,一樓平面,0,0,0,無
台灣新竹市新竹市延平路一段４０６巷１２號五樓之３,新竹市新竹市延平路一段４０６巷１２號五樓之３,32.12,非,112,12,建物1車位1,0,1,五層,五層,華廈,住家用,113,8,1,0,110.73,3,2,2,有,14100000,一樓平面,18.13,1700000,0,有
台灣新竹市新竹市延平路一段４０６巷１２號三樓之３,新竹市新竹市延平路一段４０６巷１２號三樓之３,32.12,非,112,10,建物1車位1,0,1,三層,五層,華廈,住家用,113,8,1,0,110.73,3,2,2,有,14080000,一樓平面,18.13,1700000,0,有
台灣新竹市新竹市武陵路２７１巷５７弄７號３樓,新竹市新竹市武陵路２７１巷５７弄７號３樓,23.4,住,113,9,建物1車位1,0,1,三層,六層,華廈,住家用,82,1,0,31.8,111.47,3,2,2,有,8880000,坡道平面,0,0,0,有
台灣新竹市新竹市竹文街１１０號三樓,新竹市新竹市竹文街１１０號三樓,33.23,住,113,5,建物1車位0,0,0,三層,五層,公寓,住家用,70,1,0,43.4,111.53,3,2,2,無,6500000,,0,0,0,無
台灣新竹市新竹市尚濱路６６號九樓之２,新竹市新竹市尚濱路６６號九樓之２,15.8,住,113,8,建物1車位1,0,1,九層,十三層,大樓,住家用,96,12,0,16.6,111.62,2,2,1,有,10300000,坡道平面,0,0,0,有
台灣新竹市新竹市北門街１０２之１號２樓,新竹市新竹市北門街１０２之１號２樓,22.36,商,113,7,建物1車位0,0,0,二層,七層,華廈,商業用,74,9,0,38.8,111.64,5,0,5,無,9600000,,0,0,0,有
台灣新竹市新竹市北大路５７號６樓之１,新竹市新竹市北大路５７號６樓之１,9.22,商,113,8,建物1車位0,0,0,六層,十二層,大樓,住家用,0,0,0,113.8,112.31,3,2,2,有,14380000,,0,0,0,有
